SQL_TEXT,ELAPSED_TIME
"SELECT airport_name, coordinates FROM airports_data WHERE 1=1",506
"SELECT t1.fare_conditions, t1.ticket_no, t2.scheduled_arrival, t2.departure_airport, t2.aircraft_code, t2.status, t2.arrival_airport, t2.scheduled_departure, t2.flight_no, t2.actual_arrival FROM ticket_flights t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",8927
"SELECT t1.ticket_no, t1.flight_id, t1.amount, t2.aircraft_code, t2.seat_no FROM ticket_flights t1 FULL OUTER JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",1129
"SELECT coordinates, SUM(airport_name) FROM airports_data GROUP BY coordinates",1191
"SELECT t1.passenger_name, t1.passenger_id, t1.contact_data, t1.book_ref, t2.flight_id FROM tickets t1 FULL OUTER JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",85837
"SELECT aircraft_code, MIN(status) FROM flights GROUP BY aircraft_code",5265
"SELECT t1.departure_airport, t1.arrival_airport, t1.scheduled_arrival, t1.status, t1.flight_no, t1.actual_arrival, t2.fare_conditions FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",7467
"SELECT contact_data, COUNT(book_ref) FROM tickets GROUP BY contact_data",51596
"SELECT model, model FROM aircrafts_data WHERE 1=1",597
"SELECT flight_id, SUM(amount) FROM ticket_flights GROUP BY flight_id",196700
"SELECT t1.aircraft_code, t2.flight_id, t2.ticket_no FROM seats t1 RIGHT JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",1323
"SELECT t1.flight_id, t2.aircraft_code FROM ticket_flights t1 JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",976
"SELECT t1.seat_no, t2.flight_id FROM seats t1 JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",1671
"SELECT t1.fare_conditions, t2.book_ref FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",110930
"SELECT ticket_no, MAX(flight_id) FROM ticket_flights GROUP BY ticket_no",1803
"SELECT t1.book_date, t1.total_amount, t2.contact_data, t2.ticket_no, t2.passenger_id FROM bookings t1 JOIN tickets t2 ON t1.book_ref = t2.book_ref",33004
"SELECT t1.range, t2.scheduled_arrival, t2.arrival_airport, t2.actual_arrival, t2.flight_no, t2.scheduled_departure, t2.departure_airport, t2.status, t2.actual_departure FROM aircrafts_data t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1448
"SELECT t1.fare_conditions, t2.contact_data FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",104520
"SELECT t1.scheduled_arrival, t2.range FROM flights t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1194
"SELECT t1.arrival_airport, t2.fare_conditions FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",5242
"SELECT t1.passenger_id, t1.book_ref, t1.contact_data, t2.boarding_no, t2.flight_id FROM tickets t1 FULL OUTER JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",94632
"SELECT flight_id, ticket_no FROM ticket_flights WHERE flight_id < 4254",873
"SELECT t1.amount, t2.aircraft_code FROM ticket_flights t1 JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",1125
"SELECT t1.actual_departure, t2.fare_conditions FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",5014
"SELECT t1.amount, t2.seat_no FROM ticket_flights t1 JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",1190
"SELECT t1.actual_departure, t2.range FROM flights t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1541
"SELECT timezone, AVG(city) FROM airports_data GROUP BY timezone",581
"SELECT seat_no, MAX(ticket_no) FROM boarding_passes GROUP BY seat_no",69970
"SELECT t1.seat_no, t1.fare_conditions, t2.model FROM seats t1 LEFT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1032
"SELECT ticket_no, ticket_no FROM tickets WHERE 1=1",765
"SELECT t1.aircraft_code, t1.flight_no, t1.scheduled_departure, t1.arrival_airport, t1.departure_airport, t1.actual_arrival, t1.status, t1.actual_departure, t2.fare_conditions, t2.amount, t2.ticket_no FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",8978
"SELECT t1.arrival_airport, t1.departure_airport, t1.actual_arrival, t1.scheduled_arrival, t2.boarding_no FROM flights t1 RIGHT JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",6871
"SELECT airport_code, COUNT(airport_name) FROM airports_data GROUP BY airport_code",1039
"SELECT t1.boarding_no, t2.actual_departure FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",7978
"SELECT ticket_no, COUNT(seat_no) FROM boarding_passes GROUP BY ticket_no",758
"SELECT book_ref, COUNT(book_date) FROM bookings GROUP BY book_ref",507
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN airports_data t2 ON t1.seat_no = t2.city",851
"SELECT t1.contact_data, t2.fare_conditions FROM tickets t1 JOIN ticket_flights t2 ON t1.contact_data = t2.fare_conditions",102975
"SELECT status, AVG(arrival_airport) FROM flights GROUP BY status",990
"SELECT actual_departure, SUM(arrival_airport) FROM flights GROUP BY actual_departure",567
"SELECT ticket_no, seat_no FROM boarding_passes WHERE ticket_no = '789816'",719
"SELECT t1.*, t2.* FROM boarding_passes t1 LEFT JOIN ticket_flights t2 ON t1.seat_no = t2.fare_conditions",140936
"SELECT range, model FROM aircrafts_data WHERE range = '317066'",590
"SELECT t1.*, t2.* FROM aircrafts_data t1 RIGHT JOIN bookings t2 ON t1.aircraft_code = t2.book_ref",1336
"SELECT t1.airport_name, t2.seat_no FROM airports_data t1 JOIN boarding_passes t2 ON t1.airport_name = t2.seat_no",25341
"SELECT flight_id, ticket_no FROM boarding_passes WHERE flight_id = '553657'",701
"SELECT scheduled_arrival, AVG(flight_no) FROM flights GROUP BY scheduled_arrival",714
"SELECT book_ref, total_amount FROM bookings WHERE book_ref = '946116'",1022
"SELECT seat_no, flight_id FROM boarding_passes WHERE seat_no = '704232'",17574
SELECT ROUND(total_amount) FROM bookings,588
"SELECT ticket_no, passenger_id FROM tickets WHERE ticket_no = '919439'",533
"SELECT t1.coordinates, t2.flight_no FROM airports_data t1 JOIN flights t2 ON t1.coordinates = t2.flight_no",2466
"SELECT t1.aircraft_code, t2.timezone FROM seats t1 JOIN airports_data t2 ON t1.aircraft_code = t2.timezone",1208
"SELECT airport_code, MAX(airport_name) FROM airports_data GROUP BY airport_code",436
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN flights t2 ON t1.fare_conditions = t2.aircraft_code",4372
SELECT UPPER(aircraft_code) FROM flights,4114
"SELECT t1.status, t2.book_ref FROM flights t1 JOIN bookings t2 ON t1.status = t2.book_ref",7913
"SELECT t1.ticket_no, t2.ticket_no FROM tickets t1 JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",102848
"SELECT t1.fare_conditions, t2.flight_id FROM seats t1 JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",5970
"SELECT t1.fare_conditions, t2.scheduled_arrival FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",5463
"SELECT t1.scheduled_departure, t2.boarding_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",27906
"SELECT t1.ticket_no, t2.seat_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",808248
"SELECT t1.fare_conditions, t2.passenger_id FROM ticket_flights t1 RIGHT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",77353
"SELECT scheduled_arrival, COUNT(departure_airport) FROM flights GROUP BY scheduled_arrival",3485
"SELECT t1.model, t2.fare_conditions FROM aircrafts_data t1 FULL OUTER JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",878
"SELECT t1.aircraft_code, t2.flight_id FROM seats t1 JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",1336
"SELECT t1.ticket_no, t2.aircraft_code FROM boarding_passes t1 JOIN seats t2 ON t1.seat_no = t2.seat_no",1420
"SELECT t1.seat_no, t1.boarding_no, t2.contact_data, t2.passenger_name, t2.passenger_id, t2.book_ref FROM boarding_passes t1 LEFT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",141756
"SELECT t1.arrival_airport, t1.flight_no, t2.model FROM flights t1 RIGHT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1200
"SELECT flight_id, flight_id FROM boarding_passes WHERE flight_id < 6781",679
"SELECT t1.fare_conditions, t1.amount, t1.ticket_no, t2.status, t2.arrival_airport FROM ticket_flights t1 LEFT JOIN flights t2 ON t1.flight_id = t2.flight_id",5861
SELECT LOWER(passenger_id) FROM tickets,2257
"SELECT fare_conditions, seat_no FROM seats WHERE 1=1",2224
"SELECT max(total_amount), min(total_amount) FROM bookings WHERE 1=1",23886
SELECT total_amount FROM bookings WHERE 1=1,9023
"SELECT max(flight_id), min(flight_id) FROM boarding_passes",56597
"SELECT max(boarding_no), min(boarding_no) FROM boarding_passes",35210
"SELECT max(amount), min(amount) FROM ticket_flights",54213
"SELECT max(range), min(range) FROM aircrafts_data",8770
"SELECT t1.boarding_no, t1.ticket_no, t1.seat_no, t2.flight_no, t2.departure_airport, t2.status, t2.scheduled_departure, t2.arrival_airport FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",10065
"SELECT t1.actual_arrival, t2.seat_no FROM flights t1 JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",1017
"SELECT t1.passenger_id, t1.contact_data, t1.passenger_name, t1.book_ref, t2.flight_id, t2.amount, t2.fare_conditions FROM tickets t1 FULL OUTER JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",80586
"SELECT t1.ticket_no, t1.boarding_no, t1.flight_id, t2.fare_conditions, t2.aircraft_code FROM boarding_passes t1 FULL OUTER JOIN seats t2 ON t1.seat_no = t2.seat_no",1180
"SELECT t1.total_amount, t2.passenger_id FROM bookings t1 JOIN tickets t2 ON t1.book_ref = t2.book_ref",82659
"SELECT t1.contact_data, t2.amount FROM tickets t1 JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",105472
"SELECT aircraft_code, aircraft_code FROM aircrafts_data WHERE 1=1",519
"SELECT fare_conditions, SUM(amount) FROM ticket_flights GROUP BY fare_conditions",63583
"SELECT t1.seat_no, t1.fare_conditions, t2.actual_arrival, t2.flight_id FROM seats t1 RIGHT JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1021
"SELECT departure_airport, MIN(scheduled_departure) FROM flights GROUP BY departure_airport",5827
"SELECT actual_arrival, actual_departure FROM flights WHERE 1=1",464
"SELECT t1.passenger_name, t2.book_date FROM tickets t1 JOIN bookings t2 ON t1.book_ref = t2.book_ref",30164
"SELECT fare_conditions, aircraft_code FROM seats WHERE 1=1",538
"SELECT t1.book_ref, t2.boarding_no FROM tickets t1 JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",56073
"SELECT t1.ticket_no, t1.fare_conditions, t2.arrival_airport, t2.actual_departure, t2.departure_airport, t2.actual_arrival, t2.status, t2.scheduled_departure, t2.scheduled_arrival, t2.aircraft_code, t2.flight_no FROM ticket_flights t1 FULL OUTER JOIN flights t2 ON t1.flight_id = t2.flight_id",7960
"SELECT t1.seat_no, t2.range FROM seats t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1038
"SELECT total_amount, MAX(book_ref) FROM bookings GROUP BY total_amount",41067
"SELECT timezone, city FROM airports_data WHERE 1=1",591
"SELECT range, model FROM aircrafts_data WHERE range > 2116",2667
"SELECT ticket_no, fare_conditions FROM ticket_flights WHERE 1=1",8825
"SELECT t1.flight_no, t2.model FROM flights t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",17884
"SELECT t1.seat_no, t2.flight_no, t2.departure_airport, t2.actual_arrival, t2.flight_id, t2.actual_departure FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",12088
"SELECT t1.range, t2.status, t2.actual_departure, t2.arrival_airport, t2.scheduled_departure, t2.departure_airport, t2.scheduled_arrival, t2.flight_no, t2.flight_id, t2.actual_arrival FROM aircrafts_data t1 LEFT JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",14749
SELECT LOWER(status) FROM flights,3126
"SELECT t1.amount, t2.passenger_id FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",67793
"SELECT contact_data, MAX(ticket_no) FROM tickets GROUP BY contact_data",125364
"SELECT ticket_no, AVG(flight_id) FROM ticket_flights GROUP BY ticket_no",628
"SELECT t1.ticket_no, t1.seat_no, t1.boarding_no, t2.arrival_airport, t2.scheduled_arrival, t2.scheduled_departure, t2.flight_no FROM boarding_passes t1 FULL OUTER JOIN flights t2 ON t1.flight_id = t2.flight_id",5606
"SELECT aircraft_code, MAX(fare_conditions) FROM seats GROUP BY aircraft_code",1133
"SELECT amount, SUM(fare_conditions) FROM ticket_flights GROUP BY amount",711
"SELECT t1.fare_conditions, t2.passenger_name, t2.passenger_id, t2.book_ref FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",101046
"SELECT t1.contact_data, t1.passenger_id, t2.seat_no, t2.boarding_no, t2.flight_id FROM tickets t1 JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",100342
"SELECT actual_arrival, MIN(scheduled_departure) FROM flights GROUP BY actual_arrival",4971
"SELECT t1.passenger_id, t2.total_amount FROM tickets t1 JOIN bookings t2 ON t1.book_ref = t2.book_ref",57603
"SELECT book_ref, COUNT(passenger_name) FROM tickets GROUP BY book_ref",33477
"SELECT city, coordinates FROM airports_data WHERE 1=1",470
"SELECT coordinates, airport_name FROM airports_data WHERE 1=1",633
"SELECT flight_no, AVG(departure_airport) FROM flights GROUP BY flight_no",1044
"SELECT t1.seat_no, t2.passenger_id FROM boarding_passes t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",54857
"SELECT aircraft_code, aircraft_code FROM flights WHERE 1=1",723
"SELECT passenger_id, book_ref FROM tickets WHERE 1=1",1204
"SELECT book_ref, AVG(passenger_id) FROM tickets GROUP BY book_ref",985
"SELECT t1.aircraft_code, t2.fare_conditions FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",5880
"SELECT t1.departure_airport, t1.arrival_airport, t1.actual_departure, t1.actual_arrival, t1.flight_no, t1.scheduled_departure, t1.scheduled_arrival, t1.status, t1.aircraft_code, t2.fare_conditions, t2.ticket_no, t2.amount FROM flights t1 LEFT JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",23291
"SELECT fare_conditions, AVG(seat_no) FROM seats GROUP BY fare_conditions",2057
"SELECT book_ref, book_date FROM bookings WHERE 1=1",1856
"SELECT actual_arrival, status FROM flights WHERE 1=1",554
"SELECT passenger_name, passenger_id FROM tickets WHERE 1=1",1428
"SELECT coordinates, timezone FROM airports_data WHERE 1=1",520
"SELECT t1.flight_id, t2.contact_data FROM boarding_passes t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",90273
"SELECT contact_data, MAX(passenger_name) FROM tickets GROUP BY contact_data",90262
"SELECT t1.ticket_no, t1.contact_data, t1.passenger_name, t2.total_amount, t2.book_date FROM tickets t1 JOIN bookings t2 ON t1.book_ref = t2.book_ref",34006
"SELECT t1.fare_conditions, t1.seat_no, t2.model, t2.range FROM seats t1 FULL OUTER JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1182
"SELECT actual_departure, MAX(status) FROM flights GROUP BY actual_departure",5132
"SELECT t1.ticket_no, t2.fare_conditions FROM boarding_passes t1 JOIN seats t2 ON t1.seat_no = t2.seat_no",2080
"SELECT t1.amount, t2.boarding_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",110672
"SELECT passenger_name, passenger_name FROM tickets WHERE 1=1",669
"SELECT t1.range, t1.model, t2.flight_no, t2.flight_id, t2.scheduled_departure, t2.actual_arrival, t2.actual_departure, t2.arrival_airport FROM aircrafts_data t1 FULL OUTER JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1377
"SELECT fare_conditions, flight_id FROM ticket_flights WHERE 1=1",471
"SELECT seat_no, aircraft_code FROM seats WHERE 1=1",532
"SELECT t1.actual_arrival, t2.amount FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",5304
"SELECT fare_conditions, MAX(ticket_no) FROM ticket_flights GROUP BY fare_conditions",229990
"SELECT book_ref, SUM(contact_data) FROM tickets GROUP BY book_ref",2815
"SELECT t1.seat_no, t2.aircraft_code, t2.departure_airport, t2.scheduled_departure, t2.actual_departure, t2.actual_arrival FROM boarding_passes t1 FULL OUTER JOIN flights t2 ON t1.flight_id = t2.flight_id",6716
"SELECT t1.flight_id, t1.ticket_no, t1.boarding_no, t2.fare_conditions FROM boarding_passes t1 LEFT JOIN seats t2 ON t1.seat_no = t2.seat_no",1296
"SELECT scheduled_arrival, MAX(flight_id) FROM flights GROUP BY scheduled_arrival",4694
"SELECT t1.seat_no, t2.ticket_no FROM seats t1 JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",1808
"SELECT t1.passenger_id, t1.book_ref, t2.fare_conditions, t2.flight_id, t2.amount FROM tickets t1 FULL OUTER JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",52679
"SELECT t1.ticket_no, t2.aircraft_code, t2.status, t2.actual_departure FROM ticket_flights t1 FULL OUTER JOIN flights t2 ON t1.flight_id = t2.flight_id",7806
"SELECT passenger_id, MAX(ticket_no) FROM tickets GROUP BY passenger_id",59734
"SELECT t1.passenger_name, t1.contact_data, t2.fare_conditions, t2.flight_id FROM tickets t1 JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",141659
"SELECT timezone, timezone FROM airports_data WHERE 1=1",505
"SELECT seat_no, SUM(flight_id) FROM boarding_passes GROUP BY seat_no",78576
"SELECT t1.ticket_no, t2.aircraft_code FROM ticket_flights t1 JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",1331
"SELECT aircraft_code, model FROM aircrafts_data WHERE 1=1",993
SELECT LOWER(departure_airport) FROM flights,641
"SELECT t1.arrival_airport, t2.boarding_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",7366
"SELECT t1.seat_no, t2.arrival_airport FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",7109
"SELECT t1.seat_no, t1.ticket_no, t2.actual_arrival, t2.flight_no, t2.departure_airport, t2.aircraft_code, t2.arrival_airport, t2.scheduled_arrival, t2.status, t2.scheduled_departure FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",12820
"SELECT t1.ticket_no, t1.fare_conditions, t1.amount, t2.ticket_no FROM ticket_flights t1 FULL OUTER JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",71853
"SELECT t1.amount, t2.passenger_name FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",72373
"SELECT t1.amount, t2.seat_no, t2.aircraft_code FROM ticket_flights t1 JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",1117
"SELECT t1.ticket_no, t2.scheduled_arrival FROM ticket_flights t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",4932
"SELECT t1.flight_id, t1.fare_conditions, t2.passenger_id, t2.contact_data, t2.book_ref FROM ticket_flights t1 FULL OUTER JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",69523
"SELECT aircraft_code, aircraft_code FROM seats WHERE 1=1",593
"SELECT arrival_airport, status FROM flights WHERE 1=1",767
"SELECT t1.seat_no, t2.model FROM seats t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1019
"SELECT timezone, airport_code FROM airports_data WHERE 1=1",508
"SELECT arrival_airport, arrival_airport FROM flights WHERE 1=1",701
"SELECT ticket_no, seat_no FROM boarding_passes WHERE 1=1",557
"SELECT t1.ticket_no, t1.flight_id, t1.boarding_no, t2.aircraft_code FROM boarding_passes t1 FULL OUTER JOIN seats t2 ON t1.seat_no = t2.seat_no",1160
"SELECT t1.passenger_id, t1.passenger_name, t1.book_ref, t2.boarding_no, t2.seat_no, t2.flight_id FROM tickets t1 JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",99198
"SELECT t1.boarding_no, t1.ticket_no, t1.flight_id, t2.fare_conditions FROM boarding_passes t1 JOIN seats t2 ON t1.seat_no = t2.seat_no",2073
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 1184548",4781
"SELECT actual_departure, actual_departure FROM flights WHERE 1=1",593
"SELECT t1.contact_data, t2.flight_id, t2.boarding_no FROM tickets t1 LEFT JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",104840
"SELECT range, aircraft_code FROM aircrafts_data WHERE range > 4621",777
"SELECT book_ref, AVG(ticket_no) FROM tickets GROUP BY book_ref",63933
"SELECT city, airport_code FROM airports_data WHERE 1=1",460
"SELECT t1.passenger_id, t1.ticket_no, t1.passenger_name, t2.total_amount FROM tickets t1 JOIN bookings t2 ON t1.book_ref = t2.book_ref",28195
"SELECT total_amount, total_amount FROM bookings WHERE total_amount > 557183",825
"SELECT t1.flight_no, t1.scheduled_arrival, t2.range, t2.model FROM flights t1 RIGHT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1158
"SELECT passenger_id, SUM(ticket_no) FROM tickets GROUP BY passenger_id",64326
"SELECT t1.ticket_no, t1.seat_no, t2.ticket_no, t2.fare_conditions FROM boarding_passes t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",71107
"SELECT t1.range, t1.model, t2.flight_no, t2.departure_airport FROM aircrafts_data t1 RIGHT JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1179
"SELECT amount, flight_id FROM ticket_flights WHERE amount < 172273",815
"SELECT t1.aircraft_code, t1.departure_airport, t1.actual_departure, t1.actual_arrival, t1.flight_no, t2.boarding_no, t2.ticket_no, t2.seat_no FROM flights t1 RIGHT JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",7476
"SELECT t1.flight_id, t2.contact_data FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",101937
"SELECT t1.status, t2.ticket_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",8403
"SELECT t1.arrival_airport, t2.seat_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",7460
"SELECT t1.flight_id, t1.flight_no, t1.actual_departure, t2.seat_no, t2.fare_conditions FROM flights t1 RIGHT JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",1460
"SELECT t1.aircraft_code, t1.actual_arrival, t1.departure_airport, t1.scheduled_arrival, t1.status, t1.flight_no, t2.boarding_no FROM flights t1 FULL OUTER JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",8074
"SELECT t1.flight_id, t1.status, t2.seat_no, t2.fare_conditions FROM flights t1 LEFT JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",1154
"SELECT t1.ticket_no, t2.ticket_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",70008
"SELECT t1.aircraft_code, t2.flight_id FROM seats t1 JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",975
"SELECT t1.passenger_name, t2.seat_no FROM tickets t1 FULL OUTER JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",51546
"SELECT t1.flight_id, t2.boarding_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",108382
"SELECT t1.scheduled_arrival, t2.ticket_no FROM flights t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",4676
"SELECT coordinates, COUNT(airport_code) FROM airports_data GROUP BY coordinates",1062
"SELECT scheduled_arrival, SUM(flight_id) FROM flights GROUP BY scheduled_arrival",3564
"SELECT city, airport_name FROM airports_data WHERE 1=1",748
"SELECT t1.aircraft_code, t2.ticket_no FROM seats t1 JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",1277
"SELECT flight_id, fare_conditions FROM ticket_flights WHERE flight_id < 2117",547
"SELECT range, AVG(model) FROM aircrafts_data GROUP BY range",773
"SELECT t1.seat_no, t2.book_ref FROM seats t1 JOIN bookings t2 ON t1.seat_no = t2.book_ref",1937
"SELECT city, city FROM airports_data WHERE city = '631212'",588
"SELECT t1.aircraft_code, t2.book_ref FROM flights t1 JOIN bookings t2 ON t1.aircraft_code = t2.book_ref",8868
"SELECT book_ref, total_amount FROM bookings WHERE book_ref = '392323'",672
"SELECT t1.*, t2.* FROM flights t1 RIGHT JOIN tickets t2 ON t1.status = t2.book_ref",8552
"SELECT scheduled_departure, COUNT(actual_departure) FROM flights GROUP BY scheduled_departure",3664
"SELECT t1.*, t2.* FROM seats t1 JOIN ticket_flights t2 ON t1.fare_conditions = t2.ticket_no",72094
"SELECT flight_id, ticket_no FROM boarding_passes WHERE flight_id = '739159'",593
"SELECT city, airport_name FROM airports_data WHERE city = '816783'",758
"SELECT airport_code, SUM(airport_name) FROM airports_data GROUP BY airport_code",502
"SELECT model, model FROM aircrafts_data WHERE model = '950958'",482
"SELECT timezone, MAX(airport_code) FROM airports_data GROUP BY timezone",847
"SELECT airport_code, airport_code FROM airports_data WHERE airport_code = '178355'",555
"SELECT aircraft_code, MAX(range) FROM aircrafts_data GROUP BY aircraft_code",596
"SELECT t1.*, t2.* FROM ticket_flights t1 LEFT JOIN tickets t2 ON t1.ticket_no = t2.book_ref",90299
"SELECT seat_no, flight_id FROM boarding_passes WHERE seat_no = '298533'",16119
"SELECT t1.*, t2.* FROM tickets t1 LEFT JOIN bookings t2 ON t1.passenger_name = t2.book_ref",41148
"SELECT t1.aircraft_code, t2.ticket_no FROM flights t1 JOIN boarding_passes t2 ON t1.aircraft_code = t2.ticket_no",26387
"SELECT total_amount, book_ref FROM bookings WHERE total_amount > 739",687
"SELECT t1.*, t2.* FROM ticket_flights t1 JOIN aircrafts_data t2 ON t1.flight_id = t2.range",10763
"SELECT t1.*, t2.* FROM flights t1 FULL OUTER JOIN ticket_flights t2 ON t1.departure_airport = t2.fare_conditions",8829
"SELECT airport_code, SUM(coordinates) FROM airports_data GROUP BY airport_code",535
"SELECT aircraft_code, AVG(seat_no) FROM seats GROUP BY aircraft_code",1300
"SELECT t1.*, t2.* FROM boarding_passes t1 JOIN aircrafts_data t2 ON t1.ticket_no = t2.aircraft_code",1257
"SELECT book_ref, total_amount FROM bookings WHERE book_ref = '584585'",1643
"SELECT actual_arrival, departure_airport FROM flights WHERE actual_arrival = '225180'",889
"SELECT flight_no, COUNT(aircraft_code) FROM flights GROUP BY flight_no",2777
"SELECT t1.*, t2.* FROM bookings t1 FULL OUTER JOIN seats t2 ON t1.book_ref = t2.fare_conditions",941
"SELECT fare_conditions, seat_no FROM seats WHERE fare_conditions = '295082'",968
"SELECT passenger_id, passenger_id FROM tickets WHERE passenger_id = '586366'",8212
"SELECT actual_departure, COUNT(arrival_airport) FROM flights GROUP BY actual_departure",3319
"SELECT actual_arrival, MIN(departure_airport) FROM flights GROUP BY actual_arrival",16339
"SELECT t1.*, t2.* FROM boarding_passes t1 FULL OUTER JOIN bookings t2 ON t1.boarding_no = t2.total_amount",35203
"SELECT amount, MIN(flight_id) FROM ticket_flights GROUP BY amount",121707
"SELECT t1.*, t2.* FROM airports_data t1 LEFT JOIN flights t2 ON t1.timezone = t2.arrival_airport",4503
"SELECT flight_id, AVG(seat_no) FROM boarding_passes GROUP BY flight_id",1213
"SELECT flight_id, ticket_no FROM boarding_passes WHERE flight_id = '972530'",757
